Exercise_Name,BodyPart,Target_Muscle,Equipment,Level,Goal,Image_URL,Instructions
Plank Var-987,abs,core,body weight,Intermediate,Muscle Gain,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Plank variation number 987. Ensure proper form and controlled breathing.
Bicep Curl Var-988,arms,biceps,dumbbell,Beginner,Body Building,https://images.unsplash.com/photo-1581009146145-b5ef050c2e1e?auto=format&fit=crop&q=80&w=600,Perform Bicep Curl variation number 988. Ensure proper form and controlled breathing.
Deadlift Var-989,back,hamstrings,barbell,Intermediate,Weight Loss,https://images.unsplash.com/photo-1605296867304-46d5465a13f1?auto=format&fit=crop&q=80&w=600,Perform Deadlift variation number 989. Ensure proper form and controlled breathing.
Mountain Climbers Var-990,abs,core,body weight,Beginner,Weight Loss,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Mountain Climbers variation number 990. Ensure proper form and controlled breathing.
Plank Var-991,abs,core,body weight,Intermediate,Body Building,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Plank variation number 991. Ensure proper form and controlled breathing.
Deadlift Var-992,back,hamstrings,barbell,Beginner,Fitness,https://images.unsplash.com/photo-1605296867304-46d5465a13f1?auto=format&fit=crop&q=80&w=600,Perform Deadlift variation number 992. Ensure proper form and controlled breathing.
Burpees Var-993,full body,cardio,body weight,Advanced,Body Building,https://images.unsplash.com/photo-1599058917212-d750089bc07e?auto=format&fit=crop&q=80&w=600,Perform Burpees variation number 993. Ensure proper form and controlled breathing.
Plank Var-994,abs,core,body weight,Beginner,Body Building,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Plank variation number 994. Ensure proper form and controlled breathing.
Plank Var-995,abs,core,body weight,Beginner,Fitness,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Plank variation number 995. Ensure proper form and controlled breathing.
Bicep Curl Var-996,arms,biceps,dumbbell,Advanced,Body Building,https://images.unsplash.com/photo-1581009146145-b5ef050c2e1e?auto=format&fit=crop&q=80&w=600,Perform Bicep Curl variation number 996. Ensure proper form and controlled breathing.
Push Up Var-997,chest,pecs,body weight,Advanced,Muscle Gain,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Push Up variation number 997. Ensure proper form and controlled breathing.
Shoulder Press Var-998,shoulders,delts,dumbbell,Intermediate,Fitness,https://images.unsplash.com/photo-1541534741688-6078c64b52d2?auto=format&fit=crop&q=80&w=600,Perform Shoulder Press variation number 998. Ensure proper form and controlled breathing.
Shoulder Press Var-999,shoulders,delts,dumbbell,Advanced,Body Building,https://images.unsplash.com/photo-1541534741688-6078c64b52d2?auto=format&fit=crop&q=80&w=600,Perform Shoulder Press variation number 999. Ensure proper form and controlled breathing.
Burpees Var-1000,full body,cardio,body weight,Beginner,Body Building,https://images.unsplash.com/photo-1599058917212-d750089bc07e?auto=format&fit=crop&q=80&w=600,Perform Burpees variation number 1000. Ensure proper form and controlled breathing.
Plank Var-1001,abs,core,body weight,Advanced,Weight Loss,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Plank variation number 1001. Ensure proper form and controlled breathing.
Mountain Climbers Var-1002,abs,core,body weight,Advanced,Fitness,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Mountain Climbers variation number 1002. Ensure proper form and controlled breathing.
Mountain Climbers Var-1003,abs,core,body weight,Beginner,Muscle Gain,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Mountain Climbers variation number 1003. Ensure proper form and controlled breathing.
Bicep Curl Var-1004,arms,biceps,dumbbell,Intermediate,Body Building,https://images.unsplash.com/photo-1581009146145-b5ef050c2e1e?auto=format&fit=crop&q=80&w=600,Perform Bicep Curl variation number 1004. Ensure proper form and controlled breathing.
Pull Up Var-1005,back,lats,body weight,Advanced,Weight Loss,https://images.unsplash.com/photo-1605296867304-46d5465a13f1?auto=format&fit=crop&q=80&w=600,Perform Pull Up variation number 1005. Ensure proper form and controlled breathing.
Plank Var-1006,abs,core,body weight,Advanced,Muscle Gain,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Plank variation number 1006. Ensure proper form and controlled breathing.
Mountain Climbers Var-1007,abs,core,body weight,Intermediate,Weight Loss,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Mountain Climbers variation number 1007. Ensure proper form and controlled breathing.
Push Up Var-1008,chest,pecs,body weight,Advanced,Weight Loss,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Push Up variation number 1008. Ensure proper form and controlled breathing.
Squat Var-1009,legs,quads,barbell,Intermediate,Body Building,https://images.unsplash.com/photo-1574680096145-d05b474e2158?auto=format&fit=crop&q=80&w=600,Perform Squat variation number 1009. Ensure proper form and controlled breathing.
Deadlift Var-1010,back,hamstrings,barbell,Beginner,Muscle Gain,https://images.unsplash.com/photo-1605296867304-46d5465a13f1?auto=format&fit=crop&q=80&w=600,Perform Deadlift variation number 1010. Ensure proper form and controlled breathing.
Push Up Var-1011,chest,pecs,body weight,Advanced,Fitness,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Push Up variation number 1011. Ensure proper form and controlled breathing.
Pull Up Var-1012,back,lats,body weight,Advanced,Muscle Gain,https://images.unsplash.com/photo-1605296867304-46d5465a13f1?auto=format&fit=crop&q=80&w=600,Perform Pull Up variation number 1012. Ensure proper form and controlled breathing.
Mountain Climbers Var-1013,abs,core,body weight,Intermediate,Fitness,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Mountain Climbers variation number 1013. Ensure proper form and controlled breathing.
Plank Var-1014,abs,core,body weight,Beginner,Fitness,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Plank variation number 1014. Ensure proper form and controlled breathing.
Bicep Curl Var-1015,arms,biceps,dumbbell,Intermediate,Weight Loss,https://images.unsplash.com/photo-1581009146145-b5ef050c2e1e?auto=format&fit=crop&q=80&w=600,Perform Bicep Curl variation number 1015. Ensure proper form and controlled breathing.
Deadlift Var-1016,back,hamstrings,barbell,Advanced,Muscle Gain,https://images.unsplash.com/photo-1605296867304-46d5465a13f1?auto=format&fit=crop&q=80&w=600,Perform Deadlift variation number 1016. Ensure proper form and controlled breathing.
Squat Var-1017,legs,quads,barbell,Intermediate,Body Building,https://images.unsplash.com/photo-1574680096145-d05b474e2158?auto=format&fit=crop&q=80&w=600,Perform Squat variation number 1017. Ensure proper form and controlled breathing.
Shoulder Press Var-1018,shoulders,delts,dumbbell,Advanced,Weight Loss,https://images.unsplash.com/photo-1541534741688-6078c64b52d2?auto=format&fit=crop&q=80&w=600,Perform Shoulder Press variation number 1018. Ensure proper form and controlled breathing.
Bicep Curl Var-1019,arms,biceps,dumbbell,Intermediate,Body Building,https://images.unsplash.com/photo-1581009146145-b5ef050c2e1e?auto=format&fit=crop&q=80&w=600,Perform Bicep Curl variation number 1019. Ensure proper form and controlled breathing.
Burpees Var-1020,full body,cardio,body weight,Beginner,Fitness,https://images.unsplash.com/photo-1599058917212-d750089bc07e?auto=format&fit=crop&q=80&w=600,Perform Burpees variation number 1020. Ensure proper form and controlled breathing.
Deadlift Var-1021,back,hamstrings,barbell,Intermediate,Weight Loss,https://images.unsplash.com/photo-1605296867304-46d5465a13f1?auto=format&fit=crop&q=80&w=600,Perform Deadlift variation number 1021. Ensure proper form and controlled breathing.
Shoulder Press Var-1022,shoulders,delts,dumbbell,Beginner,Weight Loss,https://images.unsplash.com/photo-1541534741688-6078c64b52d2?auto=format&fit=crop&q=80&w=600,Perform Shoulder Press variation number 1022. Ensure proper form and controlled breathing.
Mountain Climbers Var-1023,abs,core,body weight,Intermediate,Weight Loss,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Mountain Climbers variation number 1023. Ensure proper form and controlled breathing.
Plank Var-1024,abs,core,body weight,Beginner,Fitness,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Plank variation number 1024. Ensure proper form and controlled breathing.
Mountain Climbers Var-1025,abs,core,body weight,Beginner,Muscle Gain,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Mountain Climbers variation number 1025. Ensure proper form and controlled breathing.
Burpees Var-1026,full body,cardio,body weight,Beginner,Muscle Gain,https://images.unsplash.com/photo-1599058917212-d750089bc07e?auto=format&fit=crop&q=80&w=600,Perform Burpees variation number 1026. Ensure proper form and controlled breathing.
Bicep Curl Var-1027,arms,biceps,dumbbell,Beginner,Weight Loss,https://images.unsplash.com/photo-1581009146145-b5ef050c2e1e?auto=format&fit=crop&q=80&w=600,Perform Bicep Curl variation number 1027. Ensure proper form and controlled breathing.
Squat Var-1028,legs,quads,barbell,Intermediate,Body Building,https://images.unsplash.com/photo-1574680096145-d05b474e2158?auto=format&fit=crop&q=80&w=600,Perform Squat variation number 1028. Ensure proper form and controlled breathing.
Shoulder Press Var-1029,shoulders,delts,dumbbell,Beginner,Weight Loss,https://images.unsplash.com/photo-1541534741688-6078c64b52d2?auto=format&fit=crop&q=80&w=600,Perform Shoulder Press variation number 1029. Ensure proper form and controlled breathing.
Push Up Var-1030,chest,pecs,body weight,Intermediate,Weight Loss,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Push Up variation number 1030. Ensure proper form and controlled breathing.
Deadlift Var-1031,back,hamstrings,barbell,Advanced,Weight Loss,https://images.unsplash.com/photo-1605296867304-46d5465a13f1?auto=format&fit=crop&q=80&w=600,Perform Deadlift variation number 1031. Ensure proper form and controlled breathing.
Pull Up Var-1032,back,lats,body weight,Advanced,Fitness,https://images.unsplash.com/photo-1605296867304-46d5465a13f1?auto=format&fit=crop&q=80&w=600,Perform Pull Up variation number 1032. Ensure proper form and controlled breathing.
Pull Up Var-1033,back,lats,body weight,Advanced,Fitness,https://images.unsplash.com/photo-1605296867304-46d5465a13f1?auto=format&fit=crop&q=80&w=600,Perform Pull Up variation number 1033. Ensure proper form and controlled breathing.
Push Up Var-1034,chest,pecs,body weight,Intermediate,Body Building,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Push Up variation number 1034. Ensure proper form and controlled breathing.
Push Up Var-1035,chest,pecs,body weight,Beginner,Fitness,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Push Up variation number 1035. Ensure proper form and controlled breathing.
Lunges Var-1036,legs,glutes,body weight,Beginner,Fitness,https://images.unsplash.com/photo-1574680096145-d05b474e2158?auto=format&fit=crop&q=80&w=600,Perform Lunges variation number 1036. Ensure proper form and controlled breathing.
Burpees Var-1037,full body,cardio,body weight,Intermediate,Muscle Gain,https://images.unsplash.com/photo-1599058917212-d750089bc07e?auto=format&fit=crop&q=80&w=600,Perform Burpees variation number 1037. Ensure proper form and controlled breathing.
Push Up Var-1038,chest,pecs,body weight,Beginner,Fitness,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Push Up variation number 1038. Ensure proper form and controlled breathing.
Squat Var-1039,legs,quads,barbell,Beginner,Body Building,https://images.unsplash.com/photo-1574680096145-d05b474e2158?auto=format&fit=crop&q=80&w=600,Perform Squat variation number 1039. Ensure proper form and controlled breathing.
Squat Var-1040,legs,quads,barbell,Beginner,Body Building,https://images.unsplash.com/photo-1574680096145-d05b474e2158?auto=format&fit=crop&q=80&w=600,Perform Squat variation number 1040. Ensure proper form and controlled breathing.
Plank Var-1041,abs,core,body weight,Intermediate,Body Building,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Plank variation number 1041. Ensure proper form and controlled breathing.
Push Up Var-1042,chest,pecs,body weight,Advanced,Fitness,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Push Up variation number 1042. Ensure proper form and controlled breathing.
Mountain Climbers Var-1043,abs,core,body weight,Beginner,Weight Loss,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Mountain Climbers variation number 1043. Ensure proper form and controlled breathing.
Plank Var-1044,abs,core,body weight,Intermediate,Body Building,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Plank variation number 1044. Ensure proper form and controlled breathing.
Plank Var-1045,abs,core,body weight,Advanced,Fitness,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Plank variation number 1045. Ensure proper form and controlled breathing.
Shoulder Press Var-1046,shoulders,delts,dumbbell,Beginner,Muscle Gain,https://images.unsplash.com/photo-1541534741688-6078c64b52d2?auto=format&fit=crop&q=80&w=600,Perform Shoulder Press variation number 1046. Ensure proper form and controlled breathing.
Bicep Curl Var-1047,arms,biceps,dumbbell,Intermediate,Muscle Gain,https://images.unsplash.com/photo-1581009146145-b5ef050c2e1e?auto=format&fit=crop&q=80&w=600,Perform Bicep Curl variation number 1047. Ensure proper form and controlled breathing.
Squat Var-1048,legs,quads,barbell,Intermediate,Weight Loss,https://images.unsplash.com/photo-1574680096145-d05b474e2158?auto=format&fit=crop&q=80&w=600,Perform Squat variation number 1048. Ensure proper form and controlled breathing.
Squat Var-1049,legs,quads,barbell,Intermediate,Muscle Gain,https://images.unsplash.com/photo-1574680096145-d05b474e2158?auto=format&fit=crop&q=80&w=600,Perform Squat variation number 1049. Ensure proper form and controlled breathing.
